,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,171727000.0,239646000.0,-26457000.0,351789000.0,177967000.0,,
Repurchase Of Capital Stock,-2016000.0,-165597000.0,-212048000.0,-203553000.0,-117451000.0,,
Repayment Of Debt,-1006516000.0,-759158000.0,-16661000.0,-1813343000.0,-127409000.0,,
Issuance Of Debt,1000000000.0,752812000.0,0.0,600000000.0,871794000.0,,
Capital Expenditure,-164074000.0,-165416000.0,-160231000.0,-127239000.0,-101354000.0,,
Interest Paid Supplemental Data,174144000.0,,,144545000.0,171368000.0,158713000.0,183812000.0
End Cash Position,1582898000.0,2080028000.0,2165476000.0,2521793000.0,3708713000.0,,
Beginning Cash Position,2080028000.0,2165476000.0,2521793000.0,3708713000.0,2470044000.0,,
Effect Of Exchange Rate Changes,6092000.0,-6950000.0,-1629000.0,179000.0,3156000.0,,
Changes In Cash,-503222000.0,-78498000.0,-354688000.0,-1187099000.0,1235513000.0,,
Financing Cash Flow,-95328000.0,-249035000.0,-266951000.0,-1456057000.0,558054000.0,,
Cash Flow From Continuing Financing Activities,-95328000.0,-249035000.0,-266951000.0,-1456057000.0,558054000.0,,
Net Other Financing Charges,-5814000.0,-10017000.0,-11449000.0,-11642000.0,-33419000.0,,
Interest Paid Cff,-20714000.0,,,,,,
Proceeds From Stock Option Exercised,303000.0,154000.0,0.0,0.0,0.0,,
Cash Dividends Paid,-60571000.0,-61497000.0,-26793000.0,-27519000.0,-41919000.0,,
Common Stock Dividend Paid,-60571000.0,-61497000.0,-26793000.0,-27519000.0,-41919000.0,,
Net Common Stock Issuance,-2016000.0,-165597000.0,-212048000.0,-203553000.0,-117451000.0,,
Common Stock Payments,-2016000.0,-165597000.0,-212048000.0,-203553000.0,-117451000.0,,
Net Issuance Payments Of Debt,-6516000.0,-6346000.0,-16661000.0,-1213343000.0,744385000.0,,
Net Long Term Debt Issuance,-6516000.0,-6346000.0,-16661000.0,-1213343000.0,744385000.0,,
Long Term Debt Payments,-1006516000.0,-759158000.0,-16661000.0,-1813343000.0,-127409000.0,,
Long Term Debt Issuance,1000000000.0,752812000.0,0.0,600000000.0,871794000.0,,
Investing Cash Flow,-743695000.0,-234525000.0,-221511000.0,-210070000.0,398138000.0,,
Cash Flow From Continuing Investing Activities,-743695000.0,-234525000.0,-221511000.0,-210070000.0,398138000.0,,
Net Other Investing Changes,854000.0,49000.0,204000.0,25607000.0,25508000.0,,
Net Investment Purchase And Sale,-475000000.0,,,0.0,500000000.0,,
Sale Of Investment,0.0,,,0.0,500000000.0,,
Purchase Of Investment,,,,0.0,0.0,,
Net Business Purchase And Sale,-105475000.0,-69158000.0,-61484000.0,-108438000.0,-26016000.0,,
Purchase Of Business,-105475000.0,-69158000.0,-61484000.0,-108438000.0,-26016000.0,,
Net Intangibles Purchase And Sale,-86000.0,-150000.0,-300000.0,0.0,-1000.0,,
Purchase Of Intangibles,-86000.0,-150000.0,-300000.0,0.0,-1000.0,,
Capital Expenditure Reported,-163988000.0,-165266000.0,-159931000.0,-127239000.0,-101353000.0,,
Operating Cash Flow,335801000.0,405062000.0,133774000.0,479028000.0,279321000.0,,
Cash Flow From Continuing Operating Activities,335801000.0,405062000.0,133774000.0,479028000.0,279321000.0,,
Change In Working Capital,-35774000.0,74213000.0,-190354000.0,78476000.0,18918000.0,,
Change In Other Working Capital,18163000.0,18849000.0,-16184000.0,-29666000.0,47755000.0,,
Change In Payables And Accrued Expense,-20799000.0,40709000.0,-143628000.0,70408000.0,249000.0,,
Change In Inventory,-1248000.0,7615000.0,-18861000.0,24664000.0,-7861000.0,,
Change In Receivables,-31890000.0,7040000.0,-11681000.0,13070000.0,-21225000.0,,
Other Non Cash Items,-10986000.0,59169000.0,27793000.0,3554000.0,73043000.0,,
Stock Based Compensation,22664000.0,28837000.0,19400000.0,14823000.0,13670000.0,,
Provisionand Write Offof Assets,4505000.0,3353000.0,1396000.0,634000.0,1836000.0,,
Asset Impairment Charge,,,,0.0,,,
Deferred Tax,58563000.0,8510000.0,9174000.0,-44618000.0,15473000.0,,
Deferred Income Tax,58563000.0,8510000.0,9174000.0,-44618000.0,15473000.0,,
Depreciation Amortization Depletion,152828000.0,152907000.0,155421000.0,151284000.0,156273000.0,,
Depreciation And Amortization,152828000.0,152907000.0,155421000.0,151284000.0,156273000.0,,
Operating Gains Losses,15574000.0,1112000.0,29539000.0,-47485000.0,5523000.0,,
Gain Loss On Investment Securities,15574000.0,1112000.0,29539000.0,-50398000.0,5523000.0,,
Net Income From Continuing Operations,128427000.0,76961000.0,81405000.0,322360000.0,-5415000.0,,
