,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,577000000.0,-188000000.0,-1062000000.0,1411000000.0,302000000.0,,
Repurchase Of Capital Stock,0.0,-91000000.0,-110000000.0,-78000000.0,-42000000.0,,
Repayment Of Debt,0.0,0.0,0.0,-1000000.0,0.0,,
Issuance Of Debt,0.0,499000000.0,0.0,0.0,0.0,,
Capital Expenditure,-406000000.0,-539000000.0,-483000000.0,-504000000.0,-368000000.0,,
End Cash Position,1801000000.0,1704000000.0,1870000000.0,3388000000.0,2635000000.0,,
Beginning Cash Position,1704000000.0,1870000000.0,3388000000.0,2635000000.0,2864000000.0,,
Effect Of Exchange Rate Changes,1000000.0,38000000.0,38000000.0,-97000000.0,68000000.0,,
Changes In Cash,96000000.0,-204000000.0,-1556000000.0,850000000.0,-297000000.0,,
Financing Cash Flow,-448000000.0,-51000000.0,-547000000.0,-518000000.0,-484000000.0,,
Cash Flow From Continuing Financing Activities,-448000000.0,-51000000.0,-547000000.0,-518000000.0,-484000000.0,,
Net Other Financing Charges,-5000000.0,-14000000.0,-4000000.0,-2000000.0,-5000000.0,,
Cash Dividends Paid,-443000000.0,-445000000.0,-433000000.0,-437000000.0,-437000000.0,,
Common Stock Dividend Paid,-443000000.0,-445000000.0,-433000000.0,-437000000.0,-437000000.0,,
Net Common Stock Issuance,0.0,-91000000.0,-110000000.0,-78000000.0,-42000000.0,,
Common Stock Payments,0.0,-91000000.0,-110000000.0,-78000000.0,-42000000.0,,
Net Issuance Payments Of Debt,0.0,499000000.0,0.0,-1000000.0,0.0,,
Net Short Term Debt Issuance,,,,0.0,0.0,,
Short Term Debt Payments,,,,0.0,,,
Net Long Term Debt Issuance,0.0,499000000.0,0.0,-1000000.0,0.0,,
Long Term Debt Payments,0.0,0.0,0.0,-1000000.0,0.0,,
Long Term Debt Issuance,0.0,499000000.0,0.0,0.0,0.0,,
Investing Cash Flow,-439000000.0,-504000000.0,-430000000.0,-547000000.0,-483000000.0,,
Cash Flow From Continuing Investing Activities,-439000000.0,-504000000.0,-430000000.0,-547000000.0,-483000000.0,,
Net Other Investing Changes,-9000000.0,52000000.0,-6000000.0,-48000000.0,-106000000.0,,
Net Investment Purchase And Sale,-25000000.0,-9000000.0,59000000.0,28000000.0,18000000.0,,
Sale Of Investment,618000000.0,225000000.0,59000000.0,504000000.0,463000000.0,,
Purchase Of Investment,-643000000.0,,,-476000000.0,-445000000.0,,
Net Business Purchase And Sale,1000000.0,,,-23000000.0,-27000000.0,,
Sale Of Business,4000000.0,,,-11000000.0,0.0,,
Purchase Of Business,-3000000.0,,,-12000000.0,-27000000.0,,
Capital Expenditure Reported,-406000000.0,-539000000.0,-483000000.0,-504000000.0,-368000000.0,,
Operating Cash Flow,983000000.0,351000000.0,-579000000.0,1915000000.0,670000000.0,,
Cash Flow From Continuing Operating Activities,983000000.0,351000000.0,-579000000.0,1915000000.0,670000000.0,,
Dividend Received Cfo,12000000.0,,,26000000.0,56000000.0,39000000.0,1000000.0
Change In Working Capital,211000000.0,117000000.0,-716000000.0,1093000000.0,-497000000.0,,
Change In Payables And Accrued Expense,-150000000.0,-355000000.0,-78000000.0,95000000.0,-590000000.0,,
Change In Payable,-150000000.0,-355000000.0,-78000000.0,95000000.0,-590000000.0,,
Change In Account Payable,-150000000.0,-355000000.0,-78000000.0,95000000.0,-590000000.0,,
Change In Inventory,149000000.0,113000000.0,-198000000.0,458000000.0,-98000000.0,,
Change In Receivables,212000000.0,359000000.0,-440000000.0,540000000.0,191000000.0,,
Changes In Account Receivables,212000000.0,359000000.0,-440000000.0,540000000.0,191000000.0,,
Other Non Cash Items,232000000.0,-271000000.0,-372000000.0,244000000.0,138000000.0,,
Stock Based Compensation,15000000.0,20000000.0,35000000.0,20000000.0,18000000.0,,
Asset Impairment Charge,1202000000.0,,,944000000.0,5000000.0,0.0,0.0
Deferred Tax,-163000000.0,-5000000.0,-25000000.0,-358000000.0,-24000000.0,,
Deferred Income Tax,-163000000.0,-5000000.0,-25000000.0,-358000000.0,-24000000.0,,
Depreciation Amortization Depletion,350000000.0,332000000.0,323000000.0,389000000.0,381000000.0,,
Depreciation And Amortization,350000000.0,332000000.0,323000000.0,389000000.0,381000000.0,,
Operating Gains Losses,14000000.0,-7000000.0,-1000000.0,160000000.0,20000000.0,,
Earnings Losses From Equity Investments,8000000.0,-7000000.0,-1000000.0,151000000.0,20000000.0,,
Gain Loss On Sale Of Business,6000000.0,,,9000000.0,0.0,,
Net Income From Continuing Operations,-890000000.0,115000000.0,177000000.0,-603000000.0,573000000.0,,
