,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-1290000000.0,-1346000000.0,-960000000.0,-1553000000.0,-42000000.0,,
Repayment Of Debt,-291000000.0,,,494000000.0,-690000000.0,-228000000.0,-322000000.0
Issuance Of Debt,1625000000.0,1816000000.0,2077000000.0,4000000.0,-1000000.0,,
Issuance Of Capital Stock,8000000.0,1021000000.0,122000000.0,8000000.0,1008000000.0,,
Capital Expenditure,-3055000000.0,-2427000000.0,-1988000000.0,-2217000000.0,-1779000000.0,,
Interest Paid Supplemental Data,249000000.0,331000000.0,252000000.0,338000000.0,276000000.0,,
End Cash Position,1052000000.0,1454000000.0,1123000000.0,179000000.0,1545000000.0,,
Beginning Cash Position,1454000000.0,1123000000.0,179000000.0,1545000000.0,1598000000.0,,
Changes In Cash,-402000000.0,331000000.0,944000000.0,-1366000000.0,-53000000.0,,
Financing Cash Flow,895000000.0,1689000000.0,1907000000.0,201000000.0,4000000.0,,
Cash Flow From Continuing Financing Activities,895000000.0,1689000000.0,1907000000.0,201000000.0,4000000.0,,
Net Other Financing Charges,7000000.0,2000000.0,-10000000.0,-1000000.0,0.0,,
Cash Dividends Paid,-329000000.0,-319000000.0,-306000000.0,-304000000.0,-296000000.0,,
Common Stock Dividend Paid,-329000000.0,-319000000.0,-306000000.0,-304000000.0,-296000000.0,,
Net Common Stock Issuance,8000000.0,1021000000.0,122000000.0,8000000.0,1008000000.0,,
Common Stock Issuance,8000000.0,1021000000.0,122000000.0,8000000.0,1008000000.0,,
Net Issuance Payments Of Debt,1209000000.0,985000000.0,2101000000.0,498000000.0,-708000000.0,,
Net Short Term Debt Issuance,510000000.0,101000000.0,24000000.0,600000000.0,-707000000.0,,
Short Term Debt Payments,,,,600000000.0,,,-322000000.0
Net Long Term Debt Issuance,699000000.0,884000000.0,2077000000.0,-102000000.0,-1000000.0,,
Long Term Debt Payments,-291000000.0,,,-106000000.0,0.0,-550000000.0,0.0
Long Term Debt Issuance,990000000.0,1816000000.0,2077000000.0,4000000.0,-1000000.0,,
Investing Cash Flow,-3062000000.0,-2439000000.0,-1991000000.0,-2231000000.0,-1794000000.0,,
Cash Flow From Continuing Investing Activities,-3062000000.0,-2439000000.0,-1991000000.0,-2231000000.0,-1794000000.0,,
Net Other Investing Changes,-5000000.0,-12000000.0,-2000000.0,-4000000.0,-7000000.0,,
Net Investment Purchase And Sale,-2000000.0,0.0,-1000000.0,-10000000.0,-8000000.0,,
Sale Of Investment,281000000.0,330000000.0,240000000.0,295000000.0,216000000.0,,
Purchase Of Investment,-283000000.0,-330000000.0,-241000000.0,-305000000.0,-224000000.0,,
Capital Expenditure Reported,-3055000000.0,-2427000000.0,-1988000000.0,-2217000000.0,-1779000000.0,,
Operating Cash Flow,1765000000.0,1081000000.0,1028000000.0,664000000.0,1737000000.0,,
Cash Flow From Continuing Operating Activities,1765000000.0,1081000000.0,1028000000.0,664000000.0,1737000000.0,,
Dividend Received Cfo,0.0,8000000.0,8000000.0,8000000.0,8000000.0,,
Change In Working Capital,398000000.0,-330000000.0,-192000000.0,-165000000.0,277000000.0,,
Change In Other Working Capital,-50000000.0,-66000000.0,-99000000.0,159000000.0,136000000.0,,
Change In Other Current Liabilities,492000000.0,-319000000.0,29000000.0,-79000000.0,201000000.0,,
Change In Other Current Assets,53000000.0,107000000.0,-18000000.0,-152000000.0,66000000.0,,
Change In Payables And Accrued Expense,69000000.0,-49000000.0,-105000000.0,79000000.0,-46000000.0,,
Change In Payable,69000000.0,-49000000.0,-105000000.0,79000000.0,-46000000.0,,
Change In Account Payable,69000000.0,-49000000.0,-105000000.0,79000000.0,-46000000.0,,
Change In Inventory,-105000000.0,-93000000.0,-4000000.0,-69000000.0,-69000000.0,,
Change In Receivables,-61000000.0,90000000.0,5000000.0,-103000000.0,-11000000.0,,
Changes In Account Receivables,-117000000.0,143000000.0,-58000000.0,-62000000.0,-67000000.0,,
Other Non Cash Items,-84000000.0,-95000000.0,-76000000.0,-203000000.0,-94000000.0,,
Stock Based Compensation,17000000.0,12000000.0,9000000.0,6000000.0,10000000.0,,
Provisionand Write Offof Assets,16000000.0,12000000.0,19000000.0,0.0,19000000.0,,
Deferred Tax,113000000.0,269000000.0,13000000.0,-181000000.0,121000000.0,,
Deferred Income Tax,113000000.0,269000000.0,13000000.0,-181000000.0,121000000.0,,
Depreciation Amortization Depletion,787000000.0,753000000.0,763000000.0,735000000.0,717000000.0,,
Depreciation And Amortization,787000000.0,753000000.0,763000000.0,735000000.0,717000000.0,,
Depreciation,787000000.0,753000000.0,763000000.0,735000000.0,717000000.0,,
Operating Gains Losses,-6000000.0,8000000.0,1000000.0,0.0,-3000000.0,,
Earnings Losses From Equity Investments,-6000000.0,8000000.0,1000000.0,0.0,-3000000.0,,
Net Income From Continuing Operations,524000000.0,444000000.0,483000000.0,464000000.0,682000000.0,,
